Metabolite,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
33487,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides
33533,Fatty esters,Aminoglycosides,Fatty acids,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside monophosphates
33552,Oligopeptides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33890,Fatty esters,Wax monoesters,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
33683,Linear polyketides,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33664,Fatty amides,Open-chain polyketides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33724,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,NA
33535,Triterpenoids,Acyclic triterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
33787,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33422,Macrolides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33923,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,NA,NA,NA
33776,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
33853,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
34669,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
34409,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
33848,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
34275,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
34231,Fatty amides,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid amides
34021,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
34323,Steroids,Triacylglycerols,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,NA
34162,Pseudoalkaloids,Purine alkaloids,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Tertiary amines
34463,Steroids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
34465,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
34271,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,NA
34406,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
34219,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
34233,Fatty amides,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
33996,Meroterpenoids,Prenyl quinone meroterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Vitamin E compounds
34593,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
34236,Triterpenoids,Dammarane and Protostane triterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins
34234,Triterpenoids,Serratane triterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA
34592,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA
34285,Oligopeptides,Depsipeptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides
34405,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
34481,Fatty amides,Open-chain polyketides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
34412,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA
34504,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
34838,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
34648,Oligopeptides,Lipopeptides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
34594,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
34613,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides
34562,Fatty esters,Wax monoesters,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters
34605,Fatty amides,Cholane steroids,Fatty acids,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives"
34827,Fatty esters,Fatty acyl CoAs,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
34469,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
34647,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
34732,Linear polyketides,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA
34731,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,NA,NA,NA
34954,Macrolides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
34876,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,NA
35033,Meroterpenoids,Prenyl quinone meroterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Vitamin E compounds
35062,Meroterpenoids,Prenyl quinone meroterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Vitamin E compounds
35074,Meroterpenoids,Prenyl quinone meroterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
35180,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
35522,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
35633,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
35171,Amino acid glycosides,Glucosinolates,Amino acids and Peptides,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
35742,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
35560,Macrolides,Labdane diterpenoids,Polyketides,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides
35524,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
35544,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
35603,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
35578,Sphingolipids,Ceramides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
35691,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
35779,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
35798,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
35674,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
35849,Small peptides,Aminoacids,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Amine oxides and derivatives
35770,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
36201,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
36646,Ornithine alkaloids,Polyamines,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,NA
37049,Glycerophospholipids,Glycerophosphoserines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,Phosphatidylserines
1_i,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
10_i,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
103_i,Cyclic polyketides,Wax monoesters,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
105_i,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
1079_i,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
108_i,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
109_i,Fatty Acids and Conjugates OR Macrolides OR Monoterpenoids,Dicarboxylic acids OR Fatty acyl glycosides of mono- and disaccharides OR Hydroxy fatty acids,Fatty acids OR Polyketides,Lipids and lipid-like molecules OR Organic acids and derivatives OR Organic oxygen compounds,Carboxylic acids and derivatives OR Fatty Acyls OR Organooxygen compounds,Carbohydrates and carbohydrate conjugates OR Dicarboxylic acids and derivatives OR Fatty acid esters OR Fatty acids and conjugates,Branched fatty acids OR Monosaccharides
12_i,Fatty amides OR Small peptides,Dipeptides OR N-acyl amines OR Pyrrolidine alkaloids,Amino acids and Peptides OR Fatty acids,Organic acids and derivatives OR Organic nitrogen compounds,Carboxylic acids and derivatives OR Organonitrogen compounds,"Amino acids, peptides, and analogues OR Quaternary ammonium salts",Amino acids and derivatives OR Cholines
13_i,Small peptides,Simple amide alkaloids,Amino acids and Peptides,Organic acids and derivatives,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates
14_i,Fatty Acids and Conjugates,Dicarboxylic acids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,
15_i,Nicotinic acid alkaloids OR Small peptides OR Tyrosine alkaloids,Aminoacids OR Pyridine alkaloids,Alkaloids OR Amino acids and Peptides,Benzenoids,Benzene and substituted derivatives OR Phenols,1-hydroxy-2-unsubstituted benzenoids OR Anilides OR Benzenediols,Acetanilides OR Catechols
16_i,Fatty acyls,Fatty alcohols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
18_i,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
19_i,Saccharides OR Small peptides,Aminoacids OR Monosaccharides,Alkaloids OR Carbohydrates,Benzenoids OR Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
197_i,Fatty Acids and Conjugates OR Small peptides,Dipeptides OR Imidazole alkaloids,Amino acids and Peptides OR Fatty acids,Lipids and lipid-like molecules OR Organic acids and derivatives,Carboxylic acids and derivatives OR Fatty Acyls,"Amino acids, peptides, and analogues OR Fatty acids and conjugates",Amino acids and derivatives OR Medium-chain fatty acids
22_i,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
23_i,Tryptophan alkaloids,Cinnamic acids and derivatives,Alkaloids,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones
25_i,Peptide alkaloids,Simple amide alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Acylaminobenzoic acid and derivatives
258_i,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
27_i,Small peptides OR Tryptophan alkaloids,Dipeptides OR Simple indole alkaloids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
29_i,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives OR Peptides
297_i,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
308_i,Nucleosides,Purine nucleos(t)ides,Carbohydrates,"Nucleosides, nucleotides, and analogues",Purine nucleotides,,
31_i,Nicotinic acid alkaloids OR Small peptides,Aminoacids OR Pyridine alkaloids,Alkaloids OR Amino acids and Peptides,Benzenoids OR Organic acids and derivatives,Carboxylic acids and derivatives OR Phenols,"1-hydroxy-2-unsubstituted benzenoids OR Amino acids, peptides, and analogues",Amino acids and derivatives
34_i,Fatty Acids and Conjugates,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
348_i,Ornithine alkaloids,Polyamines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
384_i,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
397_i,Coumarins,Simple coumarins,Shikimates and Phenylpropanoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
40_i,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
403_i,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic Polymers,Polypeptides,,
406_i,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
41_i,Lysine alkaloids OR Small peptides,Aminoacids OR Piperidine alkaloids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
